2020-12-21 10:17:09,793 INFO  - Navigating to: https://demostore.x-cart.com/ 
2020-12-21 10:17:15,515 INFO  - Successfully navigated to https://demostore.x-cart.com/ 
2020-12-21 10:17:15,532 INFO  - Before getting a screenshot
2020-12-21 10:17:17,507 INFO  - Successfully made a screenshot
2020-12-21 10:17:19,556 INFO  - Trying to locate: using  By.xpath: //a[@href='electronics/']//span[@class='subcategory-icon']
2020-12-21 10:17:19,653 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //a[@href='electronics/']//span[@class='subcategory-icon']] using By.xpath: //a[@href='electronics/']//span[@class='subcategory-icon']
2020-12-21 10:17:19,663 INFO  - Trying to click on : [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //a[@href='electronics/']//span[@class='subcategory-icon']]
2020-12-21 10:17:24,043 INFO  - Successfully clicked on: [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //a[@href='electronics/']//span[@class='subcategory-icon']] 
2020-12-21 10:17:24,045 INFO  - Before getting a screenshot
2020-12-21 10:17:25,205 INFO  - Successfully made a screenshot
2020-12-21 10:17:25,245 INFO  - Trying to locate: using  By.xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']
2020-12-21 10:17:25,297 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']] using By.xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']
2020-12-21 10:17:25,298 INFO  - Trying to click on : [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']]
2020-12-21 10:17:28,481 INFO  - Successfully clicked on: [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']] 
2020-12-21 10:17:28,481 INFO  - Before getting a screenshot
2020-12-21 10:17:29,344 INFO  - Successfully made a screenshot
2020-12-21 10:17:29,371 INFO  - Trying to locate: using  By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]
2020-12-21 10:17:29,404 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]] using By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]
2020-12-21 10:17:29,405 INFO  - Trying to locate: using  By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]
2020-12-21 10:17:29,437 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]] using By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]
2020-12-21 10:17:29,639 INFO  - Trying to click on : [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]]
2020-12-21 10:17:30,038 INFO  - Successfully clicked on: [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]] 
2020-12-21 10:17:33,541 INFO  - Trying to locate: using  By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]
2020-12-21 10:17:33,567 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]] using By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]
2020-12-21 10:17:33,568 INFO  - Trying to locate: using  By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]//label[contains(@for,'product')]
2020-12-21 10:17:33,593 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]//label[contains(@for,'product')]] using By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]//label[contains(@for,'product')]
2020-12-21 10:17:33,763 INFO  - Trying to click on : [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]//label[contains(@for,'product')]]
2020-12-21 10:17:33,913 INFO  - Successfully clicked on: [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]//label[contains(@for,'product')]] 
2020-12-21 10:17:37,418 INFO  - Trying to locate: using  By.xpath: //*[@id='header-area']//li[@class='leaf first']
2020-12-21 10:17:37,448 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //*[@id='header-area']//li[@class='leaf first']] using By.xpath: //*[@id='header-area']//li[@class='leaf first']
2020-12-21 10:17:37,448 INFO  - Trying to click on : [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //*[@id='header-area']//li[@class='leaf first']]
2020-12-21 10:17:39,773 INFO  - Successfully clicked on: [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //*[@id='header-area']//li[@class='leaf first']] 
2020-12-21 10:17:39,777 INFO  - Trying to locate: using  By.xpath: //div[@id='header']//div[contains(@class,'header_product-comparison compare-indicator recently-updated')]//a[contains(@title,'Open comparison table')]
2020-12-21 10:17:39,881 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //div[@id='header']//div[contains(@class,'header_product-comparison compare-indicator recently-updated')]//a[contains(@title,'Open comparison table')]] using By.xpath: //div[@id='header']//div[contains(@class,'header_product-comparison compare-indicator recently-updated')]//a[contains(@title,'Open comparison table')]
2020-12-21 10:17:39,882 INFO  - Trying to click on : [[ChromeDriver: chrome on WINDOWS (b4c5a54212f4a8b6ee4933ccf1a59787)] -> xpath: //div[@id='header']//div[contains(@class,'header_product-comparison compare-indicator recently-updated')]//a[contains(@title,'Open comparison table')]]
2020-12-21 10:32:31,178 INFO  - Navigating to: https://demostore.x-cart.com/ 
2020-12-21 10:32:37,734 INFO  - Successfully navigated to https://demostore.x-cart.com/ 
2020-12-21 10:32:37,755 INFO  - Before getting a screenshot
2020-12-21 10:32:40,705 INFO  - Successfully made a screenshot
2020-12-21 10:32:42,768 INFO  - Trying to locate: null using : By.xpath: //a[@href='electronics/']//span[@class='subcategory-icon']
2020-12-21 10:32:42,850 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: //a[@href='electronics/']//span[@class='subcategory-icon']] using By.xpath: //a[@href='electronics/']//span[@class='subcategory-icon']
2020-12-21 10:32:42,858 INFO  - Trying to click on : [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: //a[@href='electronics/']//span[@class='subcategory-icon']]
2020-12-21 10:32:47,764 INFO  - Successfully clicked on: [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: //a[@href='electronics/']//span[@class='subcategory-icon']] 
2020-12-21 10:32:47,765 INFO  - Before getting a screenshot
2020-12-21 10:32:49,049 INFO  - Successfully made a screenshot
2020-12-21 10:32:49,066 INFO  - Trying to locate: null using : By.xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']
2020-12-21 10:32:49,111 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']] using By.xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']
2020-12-21 10:32:49,112 INFO  - Trying to click on : [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']]
2020-12-21 10:32:52,502 INFO  - Successfully clicked on: [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: //a[@href='electronics/smart-watches/']//span[@class='subcategory-icon']] 
2020-12-21 10:32:52,503 INFO  - Before getting a screenshot
2020-12-21 10:32:53,396 INFO  - Successfully made a screenshot
2020-12-21 10:32:53,445 INFO  - Trying to locate: null using : By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]
2020-12-21 10:32:53,509 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]] using By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]
2020-12-21 10:32:53,510 INFO  - Trying to locate: null using : By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]
2020-12-21 10:32:53,566 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]] using By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]
2020-12-21 10:32:53,821 INFO  - Trying to click on : [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]]
2020-12-21 10:32:54,474 INFO  - Successfully clicked on: [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[1]//label[contains(@for,'product')]] 
2020-12-21 10:32:57,977 INFO  - Trying to locate: null using : By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]
2020-12-21 10:32:58,004 INFO  - Successfully located [[ChromeDriver: chrome on WINDOWS (c0bed830ec7fe0a6088a7e2340157cd9)] -> xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]] using By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]
2020-12-21 10:32:58,006 INFO  - Trying to locate: null using : By.xpath: (//ul[@class='products-grid grid-list']//li[contains(@class,'product-cell')])[2]//label[contains(@for,'product')]
